movie_id,title,original_title,overview,release_date,popularity,vote_average,vote_count,genres,poster_url
148227,สตรีเหล็ก 2,สตรีเหล็ก 2,"หลังจากที่ทีมประสบความสำเร็จ ในการครองแชมป์กีฬาแห่งชาติเมื่อปี (ภาค) ที่แล้ว ก็เกิดการแตกแยกกันของทีม โดยที่ โหน่ง, เอพริล, เมย์, จูน ได้แยกตัวออกไปสร้างทีมวอลเล่ย์บอลกะเทย และมี หน่อง กะเทยน้องใหม่ มาเป็นคู่หูคนใหม่ของโหน่ง ภายใต้สังกัดของสโมสร โดยมี อากู๋ เป็นผู้ดูแลทีม เพราะข้อเสนอและผลประโยชน์ทางธุรกิจต่างๆ ทำให้ทีมของโหน่งเติบโต และประสบความสำเร็จอย่างรวดเร็ว ในขณะที่ทีมสตรีเหล็กเดิมที่เหลือ จุง, มล และ ชัย ยังคงเล่นวอลเล่ย์บอลต่อไปทั้ง จนกระทั่งสองทีมได้มาเจอกันอีกครั้ง!",2003-03-07,4.939,5.3,12,ตลก,https://image.tmdb.org/t/p/w500/yzCH15v1mGWSl4npzBGoEU1YpoA.jpg
1113085,ดับแสงรวี,ดับแสงรวี,ปี พ.ศ. 2504 “แสงรวี” อาศัยอยู่กับหลวงลุงที่วัดในจังหวัดอยุธยา เมื่ออายุครบ 21 ปี จึงถูกหลวงลุงส่งให้ไปอยู่กับเพื่อนที่พระนคร ซึ่งก็คือ คฤหาสน์สิทธิกรกัลป์ บ้านของ “พระเพลิง” ที่ตอนนี้อาศัยอยู่ที่ต่างประเทศ จนกระทั่งชินแสประจำตระกูลเอ่ยปากเตือนผู้เป็นพ่อแม่ว่าพระเพลิงกำลังจะเข้าสู่ช่วงเบญจเพสจะมีเคราะห์หนัก หากไม่ได้ผูกดวงกับคู่ชะตาภายในเร็ววันจะมีปัญหาถึงชีวิต โดยผู้ที่จะมาเป็นคู่ชะตาจะต้องไม่ใช่สตรีเพศ ไม่เกิดในพระนครและมีอายุตกเลข 1 ปี ถึงจะสามารถผูกชะตาเข้าด้วยกันได้ โดยคนที่เป็นคู่ชะตากันดวงซะตาจะผูกพันเกี่ยวโยงกันทั้งคู่ หากอยู่รอดปลอดภัยก็จะอยู่รอดปลอดภัยด้วยกัน หากตกต้องภัยอันตรายก็จะตกต้องภัยอันตรายไปทั้งคู่,2023-07-20,4.083,8.6,9,"สยองขวัญ, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/uWzvr64i88IUg9SCcWj88nxHe9M.jpg
1102510,หม่อม,หม่อม,หลังจากถูกปรับตกยกกลุ่มด้วยการขโมยไอเดียของเพื่อนร่วมสาขา ทำให้ ไอซ์ มีน ฟิล์ม เจมส์ และ ปัญ ต้องตกที่นั่งลำบาก เมื่ออาจารย์วิภาให้โอกาสสุดท้ายกับพวกเขาไปทำโปรเจ็คท์ลายผ้าชนชั้นสูง ซึ่งเป็นงานสะสมอันทรงคุณค่าของหม่อมสลักจิต ผู้ดีเก่าปลายแถวตกยากที่ปลีกวิเวกมาใช้ชีวิตบั้นปลายกับคนดูแลสองคนในบ้านหลังเก่า ด้วยการขายสมบัติเก่าๆประทังชีวิต หนึ่งในสมบัติสุดหวงแหนคือผ้าลายต่างๆที่ตกทอดมารุ่นสู่รุ่นและภาพวาดหญิงเวียตนามที่ใบหน้าเละเป็นหลุมชวนขนลุก หญิงวัยชราอย่างเธอไม่เพียงแต่เต็มเปี่ยมไปด้วยความเจ้ายศเจ้าอย่าง เคร่งครัด และเกลียดสิ่งใหม่ที่กำลังกลืนกินสิ่งเก่าดั้งเดิมที่เธอเคยเห็นและเติบโตมา แต่หม่อมสลักจิตยังมีความน่าสะพรึงกลัวในสภาพกึ่งผีกึ่งคน ค่ำคืนแห่งความสยองขวัญกำลังเริ่มต้นขึ้น!!!,2024-01-18,4.391,3.5,2,สยองขวัญ,https://image.tmdb.org/t/p/w500/9KKrQ4GnuCxYVyqSTuaOi4TWEsw.jpg
47547,เพื่อน...กูรักมึงว่ะ,เพื่อน กูรักมึงว่ะ,นี่คือเรื่องราวของชายสองคนที่รัก กัน แต่ไม่มีวันสมหวังในความรัก นี่คือเรื่องราวของความรัก ที่แม้ไม่สมควรเกิด แต่เมื่อมันพร้อม ก็ไม่มีสิ่งใดมาขวางกั้นได้,2007-09-15,4.903,5.5,19,"หนังชีวิต, บู๊, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/rjf3HMiVLMcS4cEgUcs5e9gjlMk.jpg
210796,พรางชมพู กะเทยประจัญบาน,พรางชมพู กะเทยประจัญบาน,,2002-11-28,2.836,2.0,2,"บู๊, ตลก",https://image.tmdb.org/t/p/w500/4nWX6VuKHXkFiOGWt938m7qxmCC.jpg
101032,ปล้นนะยะ 2 อั๊ยยยย่ะ,ปล้นนะยะ 2 อั๊ยยยย่ะ,เรื่องยุ่งๆ เมื่อโรงพยาบาลเสริมความงามของสาวประเภทสอง ต้องมาพบเจอกับแก๊งค์เด็กช่างกลที่บุกเข้ามาในโรงพยาบาลด้วยสภาพเลือดเต็มตัว เนื่องจากเกิดเหตุยิงกันบนรถเมล์ จากศัลยแพทย์ด้านความงามต้องกลายป็นหมอผ่าตัดเพื่อช่วยชีวิตคน ท่ามกลางสาวประเภทสองและเด็กช่างที่แตกต่างกันอย่างสุดขั้ว,2012-04-05,4.896,4.5,6,"ตลก, บู๊, อาชญากรรม",https://image.tmdb.org/t/p/w500/asYj9kSVENgSYK0bo6VB0Ej4eQl.jpg
550189,ไบค์แมน​ ศักรินทร์ตูดหมึก,ไบค์แมน ศักรินทร์ ตูดหมึก,คุณจะรู้สึกอย่างไร เมื่ออยู่ในบ้านคุณต้องเป็นคนนึง ออกไปทำงานนอกบ้าน คุณก็ต้องเป็นอีกคนนึง? ก้าวแรกที่ศักรินทร์ (พีช พชร จิราธิวัฒน์) เดินออกจากบ้านไปทำงาน ภาพหนุ่มแบงค์ผูกไทที่เดินทางจากจังหวัดอยุธยา เข้ามาทำงานในกรุงเทพมหานคร เป็นภาพที่แม่ (เจนนิเฟอร์ คิ้ม) คุ้นชิน แต่นี่ไม่ใช่ชีวิตจริงของศักรินทร์แม้แต่นิดเดียวเพราะเมื่อเขามาถึงกรุงเทพ เค้ากลับเป็นแค่เพียงคนขับวินมอเตอร์ไซค์ ความลับของศักรินทร์ ที่เค้าต้องปิดบังไม่ได้มีเพียงแค่ครอบครัวเท่านั้น รวมไปถึงจ๋าย (ฝน ศนันธฉัตร ธนพัฒน์พิศาล ) สาวแบงค์เพื่อนเก่าที่ศักรินทร์เคยแอบชอบสมัยเรียน เอ (ปราโมทย์ ปาทาน)แฟนของจ๋ายที่มีดีกรีเป็นถึงรองผู้จัดการแบงค์ และลุงปรีชา (ค่อม ชวนชื่น) เพื่อนของพ่อที่เป็นเสมือนคนในครอบครัวที่คอยจับผิดศักรินทร์ทุกอิริยาบถ มีเพียงพี่หลง (โรเบิร์ตสายควัน) และกลุ่มเพื่อนวินมอเตอร์ไซค์เท่านั้นที่รู้ความลับนี้,2018-09-20,4.171,6.5,13,ตลก,https://image.tmdb.org/t/p/w500/mNOt6BCTBqYNLEIrZNfIqLusPBs.jpg
65303,ชิป/หาย,ชิป/หาย,"แก๊งเพื่อน 4 คน ประกอบไปด้วย จอห์น, แจ๊ส เลวเลือกฉก, แจ๊ค นักต้มตุ๋น และ ดอกเหมย กะเทยควาย เจอกับปัญหาที่พากันขำไม่ออกพราะ จอห์น เกิดไปเจอ ชิป ที่เฮียกวาง ตั้งใจทำให้หายไป และนี้เป็นต้นเหตุของความฉิบหายที่จะตามมา เพราะหลังจากนั้นทั้งจอห์นและเพื่อนรวมถึง หมวย เพื่อนสาวที่ทำงานที่เดียวกับจอห์น ได้เปิดดูข้อมูลในชิปแล้วได้นำชิปนี้ไปให้ เฮียเจ๋ง แล้วเฮียเจ๋งจะรู้ไรไหมหน๋อ...ความชิป(ฉิบ)หาย กำลังจะมาเยือน",2011-02-24,4.826,4.2,10,"ตลก, บู๊",https://image.tmdb.org/t/p/w500/xp8QFNtahsVC0QRSpVkJeAT9mwx.jpg
232726,หลวงพี่เท่ง ๓ รุ่นฮาเขย่าโลก,หลวงพี่เท่ง ๓ รุ่นฮาเขย่าโลก,"เรื่องราวของ น้อย (น้อย วงพรู) นักร้องหนุ่มมาดเซอร์ ที่พยายามจะหลีกหนีจากโลกที่วุ่นวาย และความจริงที่ตนเองได้รับ โดยหนทางที่เค้าเลือก เพื่อหวังจะพบกับความสงบนั้น คือ การเปลี่ยนแปลง จากนักร้องหนุ่มเป็นพระ พระน้อย ผู้ซึ่งยังคงมีความเป็นตัวของตัวเอง เป็นพระขวางโลก รักความยุติธรรม พูดจากำปั้นทุบดิน เป็นคนตรงเหมือนไม้บรรทัด ที่มาบวชเพราะเบื่อสังคม เบื่อคนไทยไม่รักกัน เบื่อความแตกแยก แต่เส้นทางในชีวิตเส้นนี้ของเค้าไม่เป็นไปดังหวัง เพราะในวัดที่เค้าบวช ยังมี พระประเสริฐ (อุ๋ย บูดาเบลส), พระโยกเยก (โยกเยก เชิญยิ้ม), ตาส่ง (โน้ต เชิญยิ้ม) มัคนายกประจำวัด และ เด็กวัดตัวแสบ อีก 2 คน (เอ็ม บูดาเบลส, แจ็ค แฟนฉัน) ที่คอยสร้างความวุ่นวายให้วัดอยู่เสมอ ไม่เพียงเท่านั้นเค้ายังต้องพบกับเหตุการณ์อลม่านป่วนจิตจนต้องเข้าไปมีส่วนร่วม",2010-11-03,4.425,6.3,5,ตลก,https://image.tmdb.org/t/p/w500/gdUKuyK3z590bIXtirDxNt0tWV4.jpg
631385,ดิว ไปด้วยกันนะ,ดิว ไปด้วยกันนะ,หลังจากล้มเหลวจากการทำธุรกิจส่วนตัว “ภพ” ชายอายุ 37 ปี จำเป็นต้องย้ายกลับไปที่บ้านเกิดของเขาที่ 'ปางน้อย' กับ “อร” ภรรยาผู้แสนดีที่คอยช่วยเหลือเขาเสมอ กว่า 20 ปี ที่ต้องไปเรียนต่างเมืองเพราะไม่สามารถขัดขืนคำสั่งของพ่อแม่ตัวเองที่มีภูมิหลังแบบจีนอันแสนเข้มงวดได้ การกลับมาที่ปางน้อยครั้งนี้ “ภพ” เริ่มต้นชีวิตใหม่ด้วยการทำงานเป็นครูในโรงเรียนที่เขาเคยเรียนมาก่อน แต่ความทรงจำเก่าๆ จากเมื่อตอนวัยรุ่นที่ลืมไปนานแล้วก็ได้หวนกลับมาสู่ความคิดและความรู้สึกของเขาอย่างช้า ๆ โดยเฉพาะความทรงจำเกี่ยวกับอดีตคนรักที่กลับมาทำให้เขาคิดถึงอีกครั้ง ณ ปางน้อยแห่งนี้,2019-10-31,2.672,6.4,13,"หนังชีวิต, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/xenxPqxctyoHSI5DeYK7fCWD4TR.jpg
1376217,เจ้าดวงเดือน,เจ้าดวงเดือน,อาณาจักรเชียงใหม่ถูกผนวกดินแดนกับประเทศไทยส่วนกลางเมื่อ พ.ศ. 2437 เจ้าดวงเดือน เจ้าหญิงแห่งเชียงใหม่ ยังคงดำรงสถานะแห่งขัตติยะด้วยพระองค์เองอย่างแข็งขัน แม้ว่าจะไม่มีอาณาจักรให้ปกครองแล้ว ปัจจุบันเจ้าดวงเดือนมีพระชนมายุ 89 พรรษา และได้รับการวินิจฉัยว่ามีอาการของโรค ‘อัลไซเมอร์’ อาการนี้ทำให้พระองค์ยิ่งหลงย้อนเวลากลับไปในอดีต ใช้ชีวิตอยู่ในฟองสบู่โดยไม่มีปฏิสัมพันธ์ใด ๆ กับโลกภายนอก ในขณะที่สมาชิกในครอบครัวได้ย้ายไปอาศัยในเมืองใหญ่ หลานสาวของ เจ้าดวงเดือน ซึ่งเป็นผู้สร้างภาพยนตร์สารคดีเรื่องนี้ ได้เดินทางมาเยี่ยมพระองค์อย่างสม่ำเสมอ นับเป็นประสบการณ์เหนือจริงราวกับได้เดินชมพิพิธภัณฑ์ที่มีชีวิต เมื่อความทรงจำเริ่มเลือนราง ความเจ้ายศเจ้าอย่างที่ เจ้าดวงเดือน พยายามผดุงไว้ จะยังสามารถปลอบประโลมเธอในห้วงปีสุดท้ายแห่งบั้นปลายชีวิตได้หรือไม่,2025-01-16,3.018,0.0,0,สารคดี,https://image.tmdb.org/t/p/w500/hqhnqE5nTXdDWxl3IVH6pqNNp52.jpg
628044,จอมขมังเวทย์ 2020,จอมขมังเวทย์ 2020,"เปิดฉากโลกไสยเวทย์ อาคมขลัง แอคชั่นมันส์ระอุ การปะทะกันของ “จอมขมังเวทย์รุ่นใหม่” และ “จอมขมังเวทย์ในตำนาน” หมาก ปริญ, นก ฉัตรชัย, ก๊อต จิรายุ, นก สินจัย, คิทตี้ ชิชา และ แพร์ พิชชาภา โดยผู้กำกับต้นฉบับขมังเวทย์ ต้อม ปิยะพันธุ์ ชูเพ็ชร์",2019-11-14,3.17,5.5,13,"บู๊, จินตนาการ, สยองขวัญ, ลึกลับ",https://image.tmdb.org/t/p/w500/r9jpUOufJE5GTwc4xtOpwnjeFUz.jpg
963029,ทิดน้อย,ทิดน้อย,เรื่องราวตำนานรักแท้แท้... ของ “ทิดน้อย” ชายผู้มีความรักที่มั่นคง รักแท้ แท้ แท้ แท้ ที่รักสาวงามชื่อดังแห่งยุค เขารักและดูแลเธอเสมือนหนึ่งนางในดวงใจแต่ความรักของทิดน้อยกลับไม่ง่าย! เพราะยังมีอีกหนุ่มหล่อ ที่รักและรอเธอไม่แพ้กัน,2023-01-25,4.637,4.0,3,"ตลก, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/6iDYPeKAlh8kHrlnJEy8WquyGsB.jpg
1409178,Alisa.mp3,Alisa.mp3,,2024-12-30,3.011,0.0,0,"ลึกลับ, นิยายวิทยาศาสตร์",https://image.tmdb.org/t/p/w500/zTaBJrP2aQxEMZylUjiWzcHia8n.jpg
464766,ทองดีฟันขาว,ทองดีฟันขาว,"เรื่องราวการเดินทางผจญชีวิตครั้งสำคัญของ ""จ้อย"" หรือ ""ทองดี"" (รับบทโดย ""บัวขาว บัญชาเมฆ"" ซูเปอร์สตาร์นักมวยไทยชื่อก้องโลกกับการแสดงในบทนำเต็มตัวเรื่องแรก) นักสู้หัวใจแกร่งผู้มีความมุ่งมั่นไม่ย่อท้อ, รักษาคำมั่นสัญญา, กล้าหาญจงรักภักดี, มีความสามารถและฝีไม้ลายมือทางหมัดมวยและดาบอย่างหาตัวจับยาก เขาไม่ชอบกินหมาก จึงเป็นที่มาของฉายา ""ทองดีฟันขาว""  ชีวิตของเขาต้องระหกระเหินจากครอบครัวตั้งแต่ครั้งเยาว์วัย และต้องออกเดินทางหาเงินเลี้ยงตัวจากการชกมวยและร่ำเรียนวิชามวยเพิ่มเติมจากบรรดาครูมวยตามเมืองต่างๆ นั่นทำให้เขาจำเป็นต้องต่อสู้จนสร้างความเจ็บแค้นให้แก่ศัตรูคู่อาหลานอย่าง ""พันฤทธิ์"" และ ""ไอ้เชิด"" แต่ในขณะเดียวกันเขาก็ได้พบพานกับมิตรแท้อย่าง ""บุญเกิด"", ""หมวยเล็ก"" และ ""ถึก"" รวมถึงสาวคนรักอย่าง ""รำยง"" ด้วย  สุดท้ายแล้วโชคชะตาและวีรกรรมอันเลื่องชื่อของเขาก็นำพาให้เขาได้เป็นทหารเอกคู่ใจแห่งพระเจ้าตากสินมหาราช และพลีชีพต่อสู้ปกป้องบ้านเมืองจนกลายเป็นวีรบุรุษของชาวไทยที่รู้จักกันในนาม ""พระยาพิชัยดาบหัก""",2017-02-09,2.79,6.2,9,บู๊,https://image.tmdb.org/t/p/w500/hphpwAmXa7AEgZEjgsp4e8ay7PS.jpg
22422,โลงต่อตาย,โลงต่อตาย,คริส (อนันดา เอเวอร์ริ่งแฮม) สถาปนิกหนุ่มที่กลัวความแคบอย่างรุนแรง ได้มาเข้าพิธีนอนโลงสะเดาะเคราะห์ เพื่อหวังต่อชีวิตแฟนสาวชาวญี่ปุ่น มาริโกะ (อากิ ชิบูย่า) ที่อยู่ในอาการโคม่าหายดี ส่วนซู (คาเรน ม็อค) นักโภชนาการสาว ผู้เคร่งครัดต่อการดูแลสุขภาพ แต่ก็พบว่าตัวเองเป็นมะเร็งปอดในระยะสุดท้าย เธอหนีมาประเทศไทยก่อนแต่งงานกับคู่หมั้นหนุ่ม (แอนดรู ลิม) โดยเห็นการทำพิธีนอนโลงสะเดาะเคราะห์ ในทีวีจึงลองเข้ามาทำพิธี  จากนั้นเหตุการณ์ไม่คาดฝันก็เกิดขึ้น แฟนสาวของคริส หายจากอาการโคม่าโดยปลิดทิ้ง แต่ก็เกิดเหตุการณ์ถูกผีสาวแม่ลูกอ่อนตามหลอกหลอน ส่วนซูก็หายจากมะเร็งอย่างเหลือเชื่อ แต่ก็ได้พบกับคู่หมั้นหนุ่มโดยมิได้นัดหมาย แต่ก็มาพบภายหลังว่าแฟนหนุ่มของเธอประสบอุบัติเหตุเสียชีวิตกะทันหันหลังเธอหายป่วยจากมะเร็ง เพื่อนรักของเธอ (ฟลอเร้นซ์) ก็เข้ามาร่วมไขปริศนา แต่ก็พบว่าความโชคร้ายต่าง ๆ ไม่ได้หายไปไหน แต่มันจะกลับเข้าหาสู่คนรักแทน  แต่ท้ายสุดทั้งคู่ก็ไม่ขอฝืนกรรม โดยทำพิธีคืน ทำให้แฟนของคริสกลับมาโคม่าอีกครั้ง ส่วนซูก็กลับมาเป็นมะเร็งในปอดอีกครั้ง,2008-10-30,3.927,4.2,22,"สยองขวัญ, ระทึกขวัญ",https://image.tmdb.org/t/p/w500/da4rFCArfVpaR262zRXahcwhFqy.jpg
316745,มอ 6/5 ปากหมาท้าแม่นาค,มอ 6/5 ปากหมาท้าแม่นาค,จากเรื่องราวความปากดีของแก๊งค์ เด็กมัธยม มอ 6/5 นิก หัวหน้าแก๊งค์ และพลพรรคชาวแก๊งค์ เจมส์ บิว เทป ออย ไบรอัน มาร์ค โต้ง เน็ท และ ไอซ์ หลังจากทุกคนเจอดีในตึกเก่าของโรงเรียนมาแล้ว ก็ทำให้พวกเขาสำนึกได้และไม่กล้าไปลองดีที่ไหนอีก ต่างก็ถึงเวลาเข้าสู่การสอบเข้ามหาวิทยาลัยกันแล้ว แต่ด้วยความที่เรียนไม่เก่งก็กลัวว่าจะสอบไม่ติด เจมส์จึงชวนเพื่อนๆ พึ่งพาไสยศาสตร์ โดยการไปบนบานศาลกล่าวกับ ศาลแม่นาคพระโขนง แต่ด้วยความปากดีของนิคอีกเช่นเคย ที่ไม่เชื่อว่าแม่นาคจะมีอยู่จริง จึงพูดจาลบหลู่ และจู่ๆ ก็มีลมพัดอย่างแรง พอทุกคนลืมตาก็พบว่าจากพื้นดินที่ตัวเองยืนอยู่กลับกลายเป็นพื้นเรือริมท่าน้ำของบ้านหลังทรงไทยหลังหนึ่ง ต่างมองหน้ากันแล้วก็รู้เลยว่านิคพาเพื่อนๆ มาเจอดีอีกแล้ว ทุกคนย้อนเวลากลับไปสู่ยุคของแม่นาค ที่ต่างก็รู้ประวัติกันดีอยู่แล้วว่าจะดำเนินไปอย่างไร แต่จะให้เป็นไปตามเรื่องที่ทุกคนรู้ หรือจะให้เป็นไปอย่างที่พวกเขาอยากให้เป็น ความน่ากลัวของผีแม่นาค และ ความสนุกสนานกำลังรอพวกเขาอยู่,2014-04-10,4.187,5.2,14,"ตลก, สยองขวัญ",https://image.tmdb.org/t/p/w500/zoIAge3Cm6RF8qQU9cr6hKlO03h.jpg
196798,ทองสุก 13,ทองสุก 13,"ในกลุ่มเพื่อนๆ มักจะมีใครคน ที่เป็นลูกไล่/ ตัวลง มักโดนแกล้งอยู่เสมอ และ “ทองสุก” ( ชิน ชินวุฒ อินทรคูสิน ) ก็เป็นตัวลงประจำกลุ่ม ด้วยความที่เป็นคนเนิร์ดๆ แถมยังดูเอ๋อ จึงโดนรุมแกล้งอยู่เสมอตั้งแต่เด็กๆ ยังดีที่เขายังมี “น้ำ” (น้ำชา – ชีรณัฐ ยูสานนท์ ) เป็นเพื่อนที่เห็นใจทองสุกมากที่สุด ทั้งสองเป็นเพื่อนจนเรียนมหาวิทยาลัยแต่เพราะความเนิร์ดของทองสุก ทำให้กลุ่มเพื่อนใหม่ไม่ว่าจะเป็น บอย (ฌอห์ณ จินดาโชติ ) , แจ๊ก (น๊อต อัครณัฐ อริยฤทธิ์วิกุล ) , บีม (กอล์ฟ ณัฐภัสสรา อดุลยาเมธาสิริ ) , ปุ้ย (ฐา กิตติ์ลภัส กรสุทธิ์ไรวรรณ ) ที่ทนความเนิร์ดของทองสุกไม่ไหว แม้น้ำจะขอก็ตาม",2013-01-30,3.634,4.9,29,"สยองขวัญ, ระทึกขวัญ",https://image.tmdb.org/t/p/w500/pk11Pa8tSsM2SoioQ2wO8JQbmgQ.jpg
80252,สายล่อฟ้า,สายล่อฟ้า,"ไอ้ตุ่น กับ ไอ้เต่า เป็นเพื่อนคู่ซี้คู่ฮาประจำหาดพัทยา ไอ้ตุ่นเป็นเซียนพระที่ได้มรดกกิจการมาจากเซียนต่ายพ่อมัน ส่วนไอ้เต่าเป็นเซียนบอลที่คลั่งไคล้เพลง ""สายล่อฟ้า"" ของพี่ป้อม-อัสนี เข้าไส้ ไปคาราโอเกะทีไร มันแหกปากร้องเพลงนี้จนหวิดหัวแตกมาแล้วหลายเที่ยว คืนหนึ่งที่บาร์คาราโอเกะไอ้ตุ่น ไปตกหลุมรักสาวนางหนึ่งเข้าโดยไม่รู้เลยว่า น้องนก เป็นเด็กของ กำนันหมู มาเฟียใหญ่ของพัทยา ที่ไอ้เต่าเช่ามาเอาใจเพื่อน",2004-10-07,3.498,6.9,8,"ตลก, อาชญากรรม, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/3KS8cgf4maKw5ychvxLvFSGUt0a.jpg
1236267,ซิทดาวน์ วิท สแตนด์อัพ อุดม แต้พานิช,ซิทดาวน์ วิท สแตนด์อัพ อุดม แต้พานิช,อุดม แต้พานิช ตลกเดี่ยวไมค์แถวหน้าของเมืองไทย ร่วมแบ่งปันเรื่องราวและมุมมองเฉพาะตัวที่แตกต่าง ในการให้สัมภาษณ์ครั้งใหญ่กับผู้ดำเนินรายการยุทธนา บุญอ้อม,2024-01-26,4.711,8.3,3,ตลก,https://image.tmdb.org/t/p/w500/92ide2XpcANmBvM4Daqy5dY6jrF.jpg
413664,มหาลัยเที่ยงคืน,มหาลัยเที่ยงคืน,,2016-07-28,4.711,5.6,12,"ตลก, สยองขวัญ",https://image.tmdb.org/t/p/w500/oWyOvEFHiKTkDHDEpSt0yvfmwOx.jpg
106141,999-9999 ต่อติดตาย,999-9999 ต่อติดตาย,เรื่องราวการตายปริศนาของเด็กนักเรียนที่เชียงใหม่ ซึ่งหลังจากนั้นข่าวนี้ได้แพร่สะพัดมาถึงจังหวัดภูเก็ต ซึ่งมีกลุ่มวัยรุ่นชื่อ Dare Devil Club โดยมี ซัน ฮิวโก้ จุลจักร อยู่ในกลุ่มนั้นด้วย พวกเขาอยากรู้อยากเห็นเรื่องนี้มากจนกระทั่ง มีเด็กสาวชื่อว่า เรนโบว์ เธอเพิ่งย้ายมาจากโรงเรียนที่เกิดเหตุพร้อมกับเฉลยว่าสาเหตุการตายเกิดจากการที่เด็กนักเรียนคนนั้นโทรไปที่เบอร์ 999-9999 ซึ่งเป็นเบอร์มรณะหากใครขออะไรก็จะได้ดังหวังแต่จะต้องแลกด้วยชีวิต และเงื่อนไขของเบอร์นี้คือจะต้องโทรหลังเที่ยงคืนเท่านั้น,2002-09-20,4.075,5.1,19,"สยองขวัญ, ระทึกขวัญ, ลึกลับ",https://image.tmdb.org/t/p/w500/1Ayek8ewrkZOcPb96ebuzasiBSh.jpg
55141,ผีสามบาท,ผีสามบาท,,2001-12-21,3.672,4.5,14,สยองขวัญ,https://image.tmdb.org/t/p/w500/pvPG848BYGKuNdcULwSBf5JVmXg.jpg
105546,หอแต๋วแตก,หอแต๋วแตก,ความสนุกกำลังจะเกิดขึ้นเมื่อ หมอผีอินเตอร์ถูกอิมพอร์ต มาปราบผีสาวคลิปวีดีโอฉาวและผีกระเทยไฮโซ ที่หอพักชายของสามสาวกระเทยรุ่นใหญ่ อุ๊ย! ... ว้าย!...ต๊าย!...แต๋วกลัวฮ่าา !!!!!! สามกระเทยรุ่นใหญ่ อดีตเจ้าของค่ายมวยแต่โดนโกง เลยมาร่วมลงทุนสร้างหอพักชาย แต่แล้วเกิดมีคนมาตายในหอ กลายเป็นผีออกอาละวาด เขาทั้งสามจะจัดการอย่างไร ก่อนที่ผู้เช่าจะย้ายออกไปหมด,2007-03-08,4.675,4.2,10,"ตลก, สยองขวัญ",https://image.tmdb.org/t/p/w500/lK4uaZc9TrmeHsIaCRgTjlwMm4G.jpg
83563,หมาแก่อันตราย,หมาแก่อันตราย,,2011-09-29,2.684,5.2,6,"บู๊, หนังชีวิต",https://image.tmdb.org/t/p/w500/t9E5hvlTLT1YsrlDhNHAnVQqXq.jpg
50086,นางไม้,นางไม้,,2009-07-02,4.675,6.4,17,"สยองขวัญ, ลึกลับ",https://image.tmdb.org/t/p/w500/pHjZT91IchVo53KNk1Tms22jCuS.jpg
132518,Yes or No 2 รัก ไม่รัก อย่ากั๊กเลย,Yes or No 2 รัก ไม่รัก อย่ากั๊กเลย,เรื่องราวความรักของสองหญิงที่ต่อเนื่องจากภาคแรก เมื่อทั้งสองต้องไปฝึกงานคนละจังหวัด ทำให้ทั้งสองต้องแยกจากกันเป็นครั้งแรกกับรักที่ห่างไกลกว่า 913 กิโลเมตร,2012-08-16,3.613,6.1,37,"ตลก, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/wKl3i0s4wE3sF6FGZGRLXd4v9tm.jpg
423033,ขุนพันธ์,ขุนพันธ์,“ขุนพันธ์” เป็นภาพยนต์ที่จะเล่าเรื่องราวชีวประวัติของ “ขุนพันธรักษ์ราชเดช” นายตำรวจผู้ยึดมั่นในความยุติธรรมอย่างแรงกล้า ยอมหัก ไม่ยอมงอ เขาปราบพวกโจรเสือร้ายตามภูมิภาคต่างๆของประเทศ โดยได้ฉายาว่า “นายพลตำรวจหนังเหนียวผู้จับเสือมือเปล่า” หรือ “ขุนพันธ์ ดาบแดง” (ซึ่งเป็นดาบที่เชื่อว่าตกทอดมาจากพระยาพิชัยดาบหัก) รวมถึงวีรกรรมที่ปราบเสือดังในภาคกลางอย่าง เสือดำ เสือมเหศวร เสือใบ เสือฝ้าย ฯลฯ และวีรกรรมที่โดดเด่นจนกลายเป็นตำนานอันลือลั่น ก็คือช่วงที่ขุนพันธรักษ์ราชเดช ได้ลงมารับราชการที่กองบังคับการตำรวจภูธรมณฑลนครศรีธรรมราช ประจำจังหวัดสงขลา และได้ต่อสู้กับมหาโจร “อัลฮาวียะลู” ขุนโจรชาวมุสลิม ผู้ที่หวังจะแยกแผ่นดิน ซึ่งเป็นผู้ที่เชี่ยวชาญด้านไสยศาสตร์ มนต์ดำสายมอญ ผู้มีสันดานโจรใจคอโหดร้าย ออกไล่ปล้นฆ่าชาวพุทธด้วยความโหดเหี้ยมพิสดาร,2016-07-14,2.274,6.4,9,"บู๊, จินตนาการ, ประวัติศาสตร์, ระทึกขวัญ",https://image.tmdb.org/t/p/w500/4ySqj4Bzdu8L2AWZZaPWfjXMITp.jpg
